"Count","Series","Title","Episode","Year","PlexId","imdb","tmdb","tvdb"
1,"ENT","Broken Bow","1x01","2001","NULL","NULL","NULL","NULL"
2,"ENT","Broken Bow (1)","1x01","2001","NULL","NULL","NULL","NULL"
3,"ENT","Broken Bow (2)","1x02","2001","NULL","NULL","NULL","NULL"
4,"ENT","Broken Bow, Part 1","1x01","2001","NULL","NULL","NULL","NULL"
5,"ENT","Broken Bow, Part 2","1x02","2001","NULL","NULL","NULL","NULL"
6,"ENT","Star Trek Fight or Flight","1x03","2001","NULL","NULL","NULL","NULL"
7,"ENT","Star Trek Strange New World","1x04","2001","NULL","NULL","NULL","NULL"
8,"ENT","Star Trek Unexpected","1x05","2001","NULL","NULL","NULL","NULL"
9,"ENT","Star Trek Terra Nova","1x06","2001","NULL","NULL","NULL","NULL"
10,"ENT","Star Trek The Andorian Incident","1x07","2001","NULL","NULL","NULL","NULL"
11,"ENT","Star Trek Breaking the Ice","1x08","2001","NULL","NULL","NULL","NULL"
12,"ENT","Star Trek Civilization","1x09","2001","NULL","NULL","NULL","NULL"
13,"ENT","Star Trek Fortunate Son","1x10","2001","NULL","NULL","NULL","NULL"
14,"ENT","Star Trek Cold Front","1x11","2001","NULL","NULL","NULL","NULL"
15,"ENT","Star Trek Silent Enemy","1x12","2002","NULL","NULL","NULL","NULL"
16,"ENT","Star Trek Dear Doctor","1x13","2002","NULL","NULL","NULL","NULL"
17,"ENT","Star Trek Sleeping Dogs","1x14","2002","NULL","NULL","NULL","NULL"
18,"ENT","Star Trek Shadows of P'Jem","1x15","2002","NULL","NULL","NULL","NULL"
19,"ENT","Star Trek Shuttlepod One","1x16","2002","NULL","NULL","NULL","NULL"
20,"ENT","Star Trek Fusion","1x17","2002","NULL","NULL","NULL","NULL"
21,"ENT","Star Trek Rogue Planet","1x18","2002","NULL","NULL","NULL","NULL"
22,"ENT","Star Trek Acquisition","1x19","2002","NULL","NULL","NULL","NULL"
23,"ENT","Star Trek Oasis","1x20","2002","NULL","NULL","NULL","NULL"
24,"ENT","Star Trek Detained","1x21","2002","NULL","NULL","NULL","NULL"
25,"ENT","Star Trek Vox Sola","1x22","2002","NULL","NULL","NULL","NULL"
26,"ENT","Star Trek Fallen Hero","1x23","2002","NULL","NULL","NULL","NULL"
27,"ENT","Star Trek Desert Crossing","1x24","2002","NULL","NULL","NULL","NULL"
28,"ENT","Star Trek Two Days and Two Nights","1x25","2002","NULL","NULL","NULL","NULL"
29,"ENT","Shockwave","1x26","2002","NULL","NULL","NULL","NULL"
30,"ENT","Shockwave (1)","1x26","2002","NULL","NULL","NULL","NULL"
31,"ENT","Shockwave (2)","2x01","2002","NULL","NULL","NULL","NULL"
32,"ENT","Shockwave, Part 1","1x26","2002","NULL","NULL","NULL","NULL"
33,"ENT","Shockwave, Part 2","2x01","2002","NULL","NULL","NULL","NULL"
34,"ENT","Star Trek Carbon Creek","2x02","2002","NULL","NULL","NULL","NULL"
35,"ENT","Star Trek Minefield","2x03","2002","NULL","NULL","NULL","NULL"
36,"ENT","Star Trek Dead Stop","2x04","2002","NULL","NULL","NULL","NULL"
37,"ENT","Star Trek A Night in Sickbay","2x05","2002","NULL","NULL","NULL","NULL"
38,"ENT","Star Trek Marauders","2x06","2002","NULL","NULL","NULL","NULL"
39,"ENT","Star Trek The Seventh","2x07","2002","NULL","NULL","NULL","NULL"
40,"ENT","Star Trek The Communicator","2x08","2002","NULL","NULL","NULL","NULL"
41,"ENT","Star Trek Singularity","2x09","2002","NULL","NULL","NULL","NULL"
42,"ENT","Star Trek Vanishing Point","2x10","2002","NULL","NULL","NULL","NULL"
43,"ENT","Star Trek Precious Cargo","2x11","2002","NULL","NULL","NULL","NULL"
44,"ENT","Star Trek The Catwalk","2x12","2002","NULL","NULL","NULL","NULL"
45,"ENT","Star Trek Dawn","2x13","2003","NULL","NULL","NULL","NULL"
46,"ENT","Star Trek Stigma","2x14","2003","NULL","NULL","NULL","NULL"
47,"ENT","Star Trek Cease Fire","2x15","2003","NULL","NULL","NULL","NULL"
48,"ENT","Star Trek Future Tense","2x16","2003","NULL","NULL","NULL","NULL"
49,"ENT","Star Trek Canamar","2x17","2003","NULL","NULL","NULL","NULL"
50,"ENT","Star Trek The Crossing","2x18","2003","NULL","NULL","NULL","NULL"
51,"ENT","Star Trek Judgment","2x19","2003","NULL","NULL","NULL","NULL"
52,"ENT","Star Trek Horizon","2x20","2003","NULL","NULL","NULL","NULL"
53,"ENT","Star Trek The Breach","2x21","2003","NULL","NULL","NULL","NULL"
54,"ENT","Star Trek Cogenitor","2x22","2003","NULL","NULL","NULL","NULL"
55,"ENT","Star Trek Regeneration","2x23","2003","NULL","NULL","NULL","NULL"
56,"ENT","Star Trek First Flight","2x24","2003","NULL","NULL","NULL","NULL"
57,"ENT","Star Trek Bounty","2x25","2003","NULL","NULL","NULL","NULL"
58,"ENT","Star Trek The Expanse","2x26","2003","NULL","NULL","NULL","NULL"
59,"ENT","Star Trek The Xindi","3x01","2003","NULL","NULL","NULL","NULL"
60,"ENT","Star Trek Anomaly","3x02","2003","NULL","NULL","NULL","NULL"
61,"ENT","Star Trek Extinction","3x03","2003","NULL","NULL","NULL","NULL"
62,"ENT","Star Trek Rajiin","3x04","2003","NULL","NULL","NULL","NULL"
63,"ENT","Star Trek Impulse","3x05","2003","NULL","NULL","NULL","NULL"
64,"ENT","Star Trek Exile","3x06","2003","NULL","NULL","NULL","NULL"
65,"ENT","Star Trek The Shipment","3x07","2003","NULL","NULL","NULL","NULL"
66,"ENT","Star Trek Twilight","3x08","2003","NULL","NULL","NULL","NULL"
67,"ENT","Star Trek North Star","3x09","2003","NULL","NULL","NULL","NULL"
68,"ENT","Star Trek Similitude","3x10","2003","NULL","NULL","NULL","NULL"
69,"ENT","Star Trek Carpenter Street","3x11","2003","NULL","NULL","NULL","NULL"
70,"ENT","Star Trek Chosen Realm","3x12","2004","NULL","NULL","NULL","NULL"
71,"ENT","Star Trek Proving Ground","3x13","2004","NULL","NULL","NULL","NULL"
72,"ENT","Star Trek Stratagem","3x14","2004","NULL","NULL","NULL","NULL"
73,"ENT","Star Trek Harbinger","3x15","2004","NULL","NULL","NULL","NULL"
74,"ENT","Star Trek Doctor's Orders","3x16","2004","NULL","NULL","NULL","NULL"
75,"ENT","Star Trek Hatchery","3x17","2004","NULL","NULL","NULL","NULL"
76,"ENT","Star Trek Azati Prime","3x18","2004","NULL","NULL","NULL","NULL"
77,"ENT","Star Trek Damage","3x19","2004","NULL","NULL","NULL","NULL"
78,"ENT","Star Trek The Forgotten","3x20","2004","NULL","NULL","NULL","NULL"
79,"ENT","Star Trek E²","3x21","2004","NULL","NULL","NULL","NULL"
80,"ENT","Star Trek The Council","3x22","2004","NULL","NULL","NULL","NULL"
81,"ENT","Star Trek Countdown","3x23","2004","NULL","NULL","NULL","NULL"
82,"ENT","Star Trek Zero Hour","3x24","2004","NULL","NULL","NULL","NULL"
83,"ENT","Storm Front","4x01","2004","NULL","NULL","NULL","NULL"
84,"ENT","Storm Front (1)","4x01","2004","NULL","NULL","NULL","NULL"
85,"ENT","Storm Front (2)","4x02","2004","NULL","NULL","NULL","NULL"
86,"ENT","Storm Front, Part 1","4x01","2004","NULL","NULL","NULL","NULL"
87,"ENT","Storm Front, Part 2","4x02","2004","NULL","NULL","NULL","NULL"
88,"ENT","Star Trek Home","4x03","2004","NULL","NULL","NULL","NULL"
89,"ENT","Star Trek Borderland","4x04","2004","NULL","NULL","NULL","NULL"
90,"ENT","Star Trek Cold Station 12","4x05","2004","NULL","NULL","NULL","NULL"
91,"ENT","Star Trek The Augments","4x06","2004","NULL","NULL","NULL","NULL"
92,"ENT","Star Trek The Forge","4x07","2004","NULL","NULL","NULL","NULL"
93,"ENT","Star Trek Awakening","4x08","2004","NULL","NULL","NULL","NULL"
94,"ENT","Star Trek Kir'Shara","4x09","2004","NULL","NULL","NULL","NULL"
95,"ENT","Star Trek Daedalus","4x10","2005","NULL","NULL","NULL","NULL"
96,"ENT","Star Trek Observer Effect","4x11","2005","NULL","NULL","NULL","NULL"
97,"ENT","Star Trek Babel One","4x12","2005","NULL","NULL","NULL","NULL"
98,"ENT","Star Trek United","4x13","2005","NULL","NULL","NULL","NULL"
99,"ENT","Star Trek The Aenar","4x14","2005","NULL","NULL","NULL","NULL"
100,"ENT","Star Trek Affliction","4x15","2005","NULL","NULL","NULL","NULL"
101,"ENT","Star Trek Divergence","4x16","2005","NULL","NULL","NULL","NULL"
102,"ENT","Star Trek Bound","4x17","2005","NULL","NULL","NULL","NULL"
103,"ENT","Star Trek Demons","4x20","2005","NULL","NULL","NULL","NULL"
104,"ENT","Star Trek Terra Prime","4x21","2005","NULL","NULL","NULL","NULL"
105,"STS","Star Trek Q&A","2x01","2019","NULL","NULL","NULL","NULL"
106,"TOS","Star Trek The Cage (Original Pilot)","0x01","1988","NULL","NULL","NULL","NULL"
107,"DIS","Star Trek The Vulcan Hello","1x01","2017","NULL","NULL","NULL","NULL"
108,"STS","The Brightest Star ","1x03","2018","NULL","NULL","NULL","NULL"
109,"STS","The Girl Who Made the Stars ","2x05","2019","NULL","NULL","NULL","NULL"
110,"DIS","Star Trek Battle at the Binary Stars","1x02","2017","NULL","NULL","NULL","NULL"
111,"DIS","Star Trek Context Is for Kings","1x03","2017","NULL","NULL","NULL","NULL"
112,"DIS","Star Trek The Butcher's Knife Cares Not for the Lamb's Cry","1x04","2017","NULL","NULL","NULL","NULL"
113,"DIS","Star Trek Choose Your Pain","1x05","2017","NULL","NULL","NULL","NULL"
114,"DIS","Star Trek Lethe","1x06","2017","NULL","NULL","NULL","NULL"
115,"DIS","Star Trek Magic to Make the Sanest Man Go Mad","1x07","2017","NULL","NULL","NULL","NULL"
116,"DIS","Star Trek Si Vis Pacem, Para Bellum","1x08","2017","NULL","NULL","NULL","NULL"
117,"DIS","Star Trek Into the Forest I Go","1x09","2017","NULL","NULL","NULL","NULL"
118,"DIS","Star Trek Despite Yourself","1x10","2018","NULL","NULL","NULL","NULL"
119,"DIS","Star Trek The Wolf Inside","1x11","2018","NULL","NULL","NULL","NULL"
120,"DIS","Star Trek Vaulting Ambition","1x12","2018","NULL","NULL","NULL","NULL"
121,"DIS","Star Trek What's Past is Prologue","1x13","2018","NULL","NULL","NULL","NULL"
122,"DIS","Star Trek The War Without, the War Within","1x14","2018","NULL","NULL","NULL","NULL"
123,"STS","Star Trek Runaway ","1x01","2018","NULL","NULL","NULL","NULL"
124,"DIS","Star Trek Will You Take My Hand?","1x15","2018","NULL","NULL","NULL","NULL"
125,"STS","The Escape Artist ","1x04","2019","NULL","NULL","NULL","NULL"
126,"DIS","Star Trek Brother","2x01","2019","NULL","NULL","NULL","NULL"
127,"DIS","Star Trek New Eden","2x02","2019","NULL","NULL","NULL","NULL"
128,"DIS","Star Trek Point of Light","2x03","2019","NULL","NULL","NULL","NULL"
129,"DIS","Star Trek An Obol for Charon","2x04","2019","NULL","NULL","NULL","NULL"
130,"DIS","Star Trek Saints of Imperfection","2x05","2019","NULL","NULL","NULL","NULL"
131,"DIS","Star Trek The Sound of Thunder","2x06","2019","NULL","NULL","NULL","NULL"
132,"DIS","Star Trek Light and Shadows","2x07","2019","NULL","NULL","NULL","NULL"
133,"DIS","Star Trek If Memory Serves","2x08","2019","NULL","NULL","NULL","NULL"
134,"DIS","Star Trek Project Daedalus","2x09","2019","NULL","NULL","NULL","NULL"
135,"DIS","Star Trek The Red Angel","2x10","2019","NULL","NULL","NULL","NULL"
136,"DIS","Star Trek Perpetual Infinity","2x11","2019","NULL","NULL","NULL","NULL"
137,"DIS","Star Trek Through the Valley of Shadows","2x12","2019","NULL","NULL","NULL","NULL"
138,"STS","Star Trek The Trouble with Edward ","2x02","2019","NULL","NULL","NULL","NULL"
139,"DIS","Such Sweet Sorrow","2x13","2019","NULL","NULL","NULL","NULL"
140,"DIS","Such Sweet Sorrow (1)","2x13","2019","NULL","NULL","NULL","NULL"
141,"DIS","Such Sweet Sorrow (2)","2x14","2019","NULL","NULL","NULL","NULL"
142,"DIS","Such Sweet Sorrow, Part 1","2x13","2019","NULL","NULL","NULL","NULL"
143,"DIS","Such Sweet Sorrow, Part 2","2x14","2019","NULL","NULL","NULL","NULL"
144,"STS","Star Trek Ask Not ","2x03","2019","NULL","NULL","NULL","NULL"
145,"SNW","Strange New Worlds","1x01","2022","NULL","NULL","NULL","NULL"
146,"SNW","Star Trek Children of the Comet","1x02","2022","NULL","NULL","NULL","NULL"
147,"SNW","Star Trek Ghosts of Illyria","1x03","2022","NULL","NULL","NULL","NULL"
148,"SNW","Star Trek Memento Mori","1x04","2022","NULL","NULL","NULL","NULL"
149,"SNW","Star Trek Spock Amok","1x05","2022","NULL","NULL","NULL","NULL"
150,"SNW","Star Trek Lift Us Where Suffering Cannot Reach","1x06","2022","NULL","NULL","NULL","NULL"
151,"SNW","Star Trek The Serene Squall","1x07","2022","NULL","NULL","NULL","NULL"
152,"SNW","Star Trek The Elysian Kingdom","1x08","2022","NULL","NULL","NULL","NULL"
153,"SNW","Star Trek All Those Who Wander","1x09","2022","NULL","NULL","NULL","NULL"
154,"SNW","Star Trek A Quality of Mercy","1x10","2022","NULL","NULL","NULL","NULL"
155,"TOS","Star Trek Where No Man Has Gone Before","1x01","1966","NULL","NULL","NULL","NULL"
156,"TOS","Star Trek The Corbomite Maneuver","1x02","1966","NULL","NULL","NULL","NULL"
157,"TOS","Star Trek Mudd's Women","1x03","1966","NULL","NULL","NULL","NULL"
158,"TOS","Star Trek The Enemy Within","1x04","1966","NULL","NULL","NULL","NULL"
159,"TOS","Star Trek The Man Trap","1x05","1966","NULL","NULL","NULL","NULL"
160,"TOS","Star Trek The Naked Time","1x06","1966","NULL","NULL","NULL","NULL"
161,"TOS","Star Trek Charlie X","1x07","1966","NULL","NULL","NULL","NULL"
162,"TOS","Star Trek Balance of Terror","1x08","1966","NULL","NULL","NULL","NULL"
163,"TOS","Star Trek What Are Little Girls Made Of?","1x09","1966","NULL","NULL","NULL","NULL"
164,"TOS","Star Trek Dagger of the Mind","1x10","1966","NULL","NULL","NULL","NULL"
165,"TOS","Star Trek Miri","1x11","1966","NULL","NULL","NULL","NULL"
166,"TOS","Star Trek The Conscience of the King","1x12","1966","NULL","NULL","NULL","NULL"
167,"TOS","Star Trek The Galileo Seven","1x13","1967","NULL","NULL","NULL","NULL"
168,"TOS","Star Trek Court Martial","1x14","1967","NULL","NULL","NULL","NULL"
169,"TOS","The Menagerie","1x15","1966","NULL","NULL","NULL","NULL"
170,"TOS","The Menagerie (1)","1x15","1966","NULL","NULL","NULL","NULL"
171,"TOS","The Menagerie (2)","1x16","1966","NULL","NULL","NULL","NULL"
172,"TOS","The Menagerie, Part 1","1x15","1966","NULL","NULL","NULL","NULL"
173,"TOS","The Menagerie, Part 2","1x16","1966","NULL","NULL","NULL","NULL"
174,"TOS","Star Trek Shore Leave","1x17","1966","NULL","NULL","NULL","NULL"
175,"TOS","Star Trek The Squire of Gothos","1x18","1967","NULL","NULL","NULL","NULL"
176,"TOS","Star Trek Arena","1x19","1967","NULL","NULL","NULL","NULL"
177,"TOS","Star Trek The Alternative Factor","1x20","1967","NULL","NULL","NULL","NULL"
178,"TOS","Star Trek Tomorrow is Yesterday","1x21","1967","NULL","NULL","NULL","NULL"
179,"TOS","Star Trek The Return of the Archons","1x22","1967","NULL","NULL","NULL","NULL"
180,"TOS","Star Trek A Taste of Armageddon","1x23","1967","NULL","NULL","NULL","NULL"
181,"TOS","Star Trek Space Seed","1x24","1967","NULL","NULL","NULL","NULL"
182,"STS","Star Trek Ephraim and Dot ","2x04","2019","NULL","NULL","NULL","NULL"
183,"TOS","Star Trek This Side of Paradise","1x25","1967","NULL","NULL","NULL","NULL"
184,"TOS","Star Trek The Devil in the Dark","1x26","1967","NULL","NULL","NULL","NULL"
185,"TOS","Star Trek Errand of Mercy","1x27","1967","NULL","NULL","NULL","NULL"
186,"TOS","Star Trek The City on the Edge of Forever","1x28","1967","NULL","NULL","NULL","NULL"
187,"TOS","Star Trek Operation -- Annihilate!","1x29","1967","NULL","NULL","NULL","NULL"
188,"TOS","Star Trek Catspaw","2x01","1967","NULL","NULL","NULL","NULL"
189,"TOS","Star Trek Metamorphosis","2x02","1967","NULL","NULL","NULL","NULL"
190,"TOS","Star Trek Friday's Child","2x03","1967","NULL","NULL","NULL","NULL"
191,"TOS","Star Trek Who Mourns for Adonais?","2x04","1967","NULL","NULL","NULL","NULL"
192,"TOS","Star Trek Amok Time","2x05","1967","NULL","NULL","NULL","NULL"
193,"TOS","Star Trek The Doomsday Machine","2x06","1967","NULL","NULL","NULL","NULL"
194,"TOS","Star Trek Wolf in the Fold","2x07","1967","NULL","NULL","NULL","NULL"
195,"TOS","Star Trek The Changeling","2x08","1967","NULL","NULL","NULL","NULL"
196,"TOS","Star Trek The Apple","2x09","1967","NULL","NULL","NULL","NULL"
197,"TOS","Star Trek Mirror, Mirror","2x10","1967","NULL","NULL","NULL","NULL"
198,"TOS","Star Trek The Deadly Years","2x11","1967","NULL","NULL","NULL","NULL"
199,"TOS","Star Trek I, Mudd","2x12","1967","NULL","NULL","NULL","NULL"
200,"TOS","Star Trek The Trouble with Tribbles","2x13","1967","NULL","NULL","NULL","NULL"
201,"TOS","Star Trek Bread and Circuses","2x14","1968","NULL","NULL","NULL","NULL"
202,"TOS","Star Trek Journey to Babel","2x15","1967","NULL","NULL","NULL","NULL"
203,"TOS","Star Trek A Private Little War","2x16","1968","NULL","NULL","NULL","NULL"
204,"TOS","Star Trek The Gamesters of Triskelion","2x17","1968","NULL","NULL","NULL","NULL"
205,"TOS","Star Trek Obsession","2x18","1967","NULL","NULL","NULL","NULL"
206,"TOS","Star Trek The Immunity Syndrome","2x19","1968","NULL","NULL","NULL","NULL"
207,"TOS","Star Trek A Piece of the Action","2x20","1968","NULL","NULL","NULL","NULL"
208,"TOS","Star Trek By Any Other Name","2x21","1968","NULL","NULL","NULL","NULL"
209,"TOS","Star Trek Return to Tomorrow","2x22","1968","NULL","NULL","NULL","NULL"
210,"TOS","Star Trek Patterns of Force","2x23","1968","NULL","NULL","NULL","NULL"
211,"TOS","Star Trek The Ultimate Computer","2x24","1968","NULL","NULL","NULL","NULL"
212,"TOS","Star Trek The Omega Glory","2x25","1968","NULL","NULL","NULL","NULL"
213,"TOS","Star Trek Assignment: Earth","2x26","1968","NULL","NULL","NULL","NULL"
214,"TOS","Star Trek Spectre of the Gun","3x01","1968","NULL","NULL","NULL","NULL"
215,"TOS","Star Trek Elaan of Troyius","3x02","1968","NULL","NULL","NULL","NULL"
216,"TOS","Star Trek The Paradise Syndrome","3x03","1968","NULL","NULL","NULL","NULL"
217,"TOS","Star Trek The Enterprise Incident","3x04","1968","NULL","NULL","NULL","NULL"
218,"TOS","Star Trek And the Children Shall Lead","3x05","1968","NULL","NULL","NULL","NULL"
219,"TOS","Star Trek Spock's Brain","3x06","1968","NULL","NULL","NULL","NULL"
220,"TOS","Star Trek Is There in Truth No Beauty?","3x07","1968","NULL","NULL","NULL","NULL"
221,"TOS","Star Trek The Empath","3x08","1968","NULL","NULL","NULL","NULL"
222,"TOS","Star Trek The Tholian Web","3x09","1968","NULL","NULL","NULL","NULL"
223,"ENT","In a Mirror, Darkly","4x18","2005","NULL","NULL","NULL","NULL"
224,"ENT","In a Mirror, Darkly (1)","4x18","2005","NULL","NULL","NULL","NULL"
225,"ENT","In a Mirror, Darkly (2)","4x19","2005","NULL","NULL","NULL","NULL"
226,"ENT","In a Mirror, Darkly, Part 1","4x18","2005","NULL","NULL","NULL","NULL"
227,"ENT","In a Mirror, Darkly, Part 2","4x19","2005","NULL","NULL","NULL","NULL"
228,"TOS","Star Trek For the World is Hollow and I Have Touched the Sky","3x10","1968","NULL","NULL","NULL","NULL"
229,"TOS","Star Trek Day of the Dove","3x11","1968","NULL","NULL","NULL","NULL"
230,"TOS","Star Trek Plato's Stepchildren","3x12","1968","NULL","NULL","NULL","NULL"
231,"TOS","Star Trek Wink of an Eye","3x13","1968","NULL","NULL","NULL","NULL"
232,"TOS","Star Trek That Which Survives","3x14","1969","NULL","NULL","NULL","NULL"
233,"TOS","Star Trek Let That Be Your Last Battlefield","3x15","1969","NULL","NULL","NULL","NULL"
234,"TOS","Star Trek Whom Gods Destroy","3x16","1969","NULL","NULL","NULL","NULL"
235,"TOS","Star Trek The Mark of Gideon","3x17","1969","NULL","NULL","NULL","NULL"
236,"TOS","Star Trek The Lights of Zetar","3x18","1969","NULL","NULL","NULL","NULL"
237,"TOS","Star Trek The Cloud Minders","3x19","1969","NULL","NULL","NULL","NULL"
238,"TOS","Star Trek The Way to Eden","3x20","1969","NULL","NULL","NULL","NULL"
239,"TOS","Star Trek Requiem for Methuselah","3x21","1969","NULL","NULL","NULL","NULL"
240,"TOS","Star Trek The Savage Curtain","3x22","1969","NULL","NULL","NULL","NULL"
241,"TOS","Star Trek All Our Yesterdays","3x23","1969","NULL","NULL","NULL","NULL"
242,"TOS","Star Trek Turnabout Intruder","3x24","1969","NULL","NULL","NULL","NULL"
243,"TAS","Star Trek Beyond the Farthest Star","1x01","1973","NULL","NULL","NULL","NULL"
244,"TAS","Star Trek Yesteryear","1x02","1973","NULL","NULL","NULL","NULL"
